cropid	cropname	primary(1)_secondary(2)_feed(3)	Edible_(1 yes)_(0isno)_(2isnonnutritinoal)	ProductionL	TradeL	FBS ID	FBS name	group	kcal/ton	Protein(g/ton)	Fat(g/ton)	Group	Groupnum
527	Dry Apricots	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	2380000	37000	5000	8 - FRUITS AND DERIVED PRODUCTS	8
530	Sour cherries	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	450000	9000	3000	8 - FRUITS AND DERIVED PRODUCTS	8
531	Cherries	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	650000	11000	9000	8 - FRUITS AND DERIVED PRODUCTS	8
534	Peaches and nectarines	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	330000	5000	1000	8 - FRUITS AND DERIVED PRODUCTS	8
536	Plums and sloes	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	520000	7000	6000	8 - FRUITS AND DERIVED PRODUCTS	8
537	Plums Dried (Prunes)	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	2080000	23000	5000	8 - FRUITS AND DERIVED PRODUCTS	8
538	"Plum juice, single strength"	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	710000	6000	0	8 - FRUITS AND DERIVED PRODUCTS	8
539	"Plum juice, concentrated"	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	2150000	20000	1000	8 - FRUITS AND DERIVED PRODUCTS	8
541	"Stone fruit, nes"	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	520000	9000	3000	8 - FRUITS AND DERIVED PRODUCTS	8
544	Strawberries	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	280000	6000	4000	8 - FRUITS AND DERIVED PRODUCTS	8
547	Raspberries	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	470000	9000	5000	8 - FRUITS AND DERIVED PRODUCTS	8
549	Gooseberries	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	440000	9000	6000	8 - FRUITS AND DERIVED PRODUCTS	8
550	Currants	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	590000	14000	3000	8 - FRUITS AND DERIVED PRODUCTS	8
552	Blueberries	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	550000	7000	4000	8 - FRUITS AND DERIVED PRODUCTS	8
554	Cranberries	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	470000	4000	2000	8 - FRUITS AND DERIVED PRODUCTS	8
558	Berries Nes	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	490000	10000	7000	8 - FRUITS AND DERIVED PRODUCTS	8
560	Grapes	1	1	1	1	2620	Grapes	Fruits&Vegs	530000	5000	4000	8 - FRUITS AND DERIVED PRODUCTS	8
561	Raisins	2		0	1	2620	Grapes	Fruits&Vegs	2990000	32000	5000	8 - FRUITS AND DERIVED PRODUCTS	8
562	Grape Juice	2		0	1	2620	Grapes	Fruits&Vegs	610000	6000	1000	8 - FRUITS AND DERIVED PRODUCTS	8
563	Must of Grapes	2		0	1	2620	Grapes	Fruits&Vegs	610000	6000	1000	15 - BEVERAGES	15
564	Wine	2		0	1	2655	Wine	Beverages	680000	0	0	15 - BEVERAGES	15
565	Vermouths&Similar	2		0	1	2655	Wine	Beverages	1370000	1000	0	15 - BEVERAGES	15
566	Marc of Grapes	3		0	1		#N/A	#N/A	610000	6000	1000	11 - FODDER CROPS AND PRODUCTS	11
567	Watermelons	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	170000	3000	2000	7 - VEGETABLES AND DERIVED PRODUCTS	7
568	Other melons (inc.cantaloupes)	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	170000	4000	1000	7 - VEGETABLES AND DERIVED PRODUCTS	7
569	Figs	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	730000	8000	3000	8 - FRUITS AND DERIVED PRODUCTS	8
570	Figs Dried	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	2530000	30000	12000	8 - FRUITS AND DERIVED PRODUCTS	8
571	"Mangoes, mangosteens, guavas"	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	450000	4000	2000	8 - FRUITS AND DERIVED PRODUCTS	8
572	Avocados	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	1190000	15000	113000	8 - FRUITS AND DERIVED PRODUCTS	8
574	Pineapples	1	1	1	1	2618	Pineapples	Fruits&Vegs	260000	2000	2000	8 - FRUITS AND DERIVED PRODUCTS	8
575	Pineapples Cand	2		0	1	2618	Pineapples	Fruits&Vegs	780000	4000	1000	8 - FRUITS AND DERIVED PRODUCTS	8
576	Juice of Pineapples	2		0	1	2618	Pineapples	Fruits&Vegs	560000	3000	1000	8 - FRUITS AND DERIVED PRODUCTS	8
577	Dates	1	1	1	1	2619	Dates	Fruits&Vegs	1560000	15000	4000	8 - FRUITS AND DERIVED PRODUCTS	8
580	Pineapple Juice Conc	2		0	1	2618	Pineapples	Fruits&Vegs	1790000	13000	1000	8 - FRUITS AND DERIVED PRODUCTS	8
583	Mango Juice	2		0	1	2625	Pineapples	Fruits&Vegs	620000	3000	4000	8 - FRUITS AND DERIVED PRODUCTS	8
584	Mango Pulp	2		0	1		"Fruits, Other"	#N/A	650000	5000	3000	8 - FRUITS AND DERIVED PRODUCTS	8
587	Persimmons	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	820000	6000	3000	8 - FRUITS AND DERIVED PRODUCTS	8
591	Cashewapple	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	430000	8000	6000	8 - FRUITS AND DERIVED PRODUCTS	8
592	Kiwi fruit	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	520000	9000	4000	8 - FRUITS AND DERIVED PRODUCTS	8
600	Papayas	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	260000	4000	1000	8 - FRUITS AND DERIVED PRODUCTS	8
603	"Fruit, tropical fresh nes"	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	410000	5000	7000	8 - FRUITS AND DERIVED PRODUCTS	8
604	Fruit Tropical Dried Nes	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	2670000	28000	6000	8 - FRUITS AND DERIVED PRODUCTS	8
619	Fruit Fresh Nes	1	1	1	1	2625	"Fruits, Other"	Fruits&Vegs	450000	5000	5000	8 - FRUITS AND DERIVED PRODUCTS	8
620	Fruit Dried Nes	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	2670000	28000	6000	8 - FRUITS AND DERIVED PRODUCTS	8
622	Fruit Juice Nes	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	480000	5000	1000	8 - FRUITS AND DERIVED PRODUCTS	8
623	Fruit Prp Nes	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	360000	5000	2000	8 - FRUITS AND DERIVED PRODUCTS	8
624	Flour of Fruits	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	3460000	39000	18000	8 - FRUITS AND DERIVED PRODUCTS	8
625	"Fruit,Nut,Peel, Sugar Prs"	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	2120000	6000	0	8 - FRUITS AND DERIVED PRODUCTS	8
626	Homogen. Cooked Fruit Prp	2		0	1	2625	"Fruits, Other"	Fruits&Vegs	590000	3000	0	8 - FRUITS AND DERIVED PRODUCTS	8
628	Pulp of Fruit for Feed	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
630	Cane Tops	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
631	"Waters,Ice Etc"	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	15 - BEVERAGES	15
633	Beverage Non-Alc	2		0	1	2543	"Sweeteners, Other"	Sugar	390000	0	0	15 - BEVERAGES	15
634	Bever. Dist.Alc	2		0	1	2658	"Beverages, Alcoholic"	Beverages	2950000	0	0	15 - BEVERAGES	15
635	Straw Husks	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
636	Maize for forage and silage	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
639	Grasses Nes for forage;Sil	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
640	Clover for forage and silage	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
641	Alfalfa for forage and silage	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
643	Leguminous for Silage	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
646	Turnips for Fodder	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
647	Beets for Fodder	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
649	Swedes for Fodder	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
651	forage Products	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
652	Veg Prod for Feed	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
653	Food Wastes	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
654	Dregs From Brewing;Dist.	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
655	Vegetables Roots Fodder	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
656	"Coffee, green"	1	2	1	1	2630	Coffee	Other	470000	67000	0	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
657	Coffee Roasted	2		0	1	2630	Coffee	Other	560000	80000	0	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
658	Coffee Subst. Cont.Coffee	2		0	1	2605	"Vegetables, Other"	Fruits&Vegs	560000	80000	0	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
659	Coffee Extracts	2		0	1	2630	Coffee	Other	1290000	40000	0	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
660	Coffee Husks and Skins	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
661	Cocoa beans	1	1	0	0	2633	Cocoa Beans	Other	4140000	40000	400000	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
662	Cocoa Paste	2		0	0	2633	Cocoa Beans	Other	4720000	17000	440000	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
663	Cocoahusks;Shell	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
664	Cocoa Butter	2		0	1	2586	"Oilcrops Oil, Other"	Oil	7110000	0	850000	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
665	Cocoapowder&Cake	2		0	1	2633	Cocoa Beans	Other	2610000	173000	190000	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
666	Chocolate Prsnes	2		0	1	2633	Cocoa Beans	Other	3930000	42000	357000	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
667	Tea	1	2	1	1	2635	Tea	Other	400000	100000	0	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
671	MATE	1	2	1	1	2635	Tea	Other	400000	100000	0	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
672	"Extracts Tea, Mate, Prep"	2		0	1	2635	Tea	Other	180000	45000	0	12 - STIMULANT CROPS AND DERIVED PRODUCTS	12
677	Hops	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
687	Pepper (Piper spp.)	1	1	1	1	2640	Pepper	Other	2760000	107000	27000	10 - SPICES	10
689	"Chillies and peppers, dry"	1	1	0	0	2641	Pimento	Other	3180000	120000	173000	10 - SPICES	10
692	Vanilla	1	1	0	0	2645	"Spices, Other"	Other	#N/A	#N/A	#N/A	10 - SPICES	10
693	Cinnamon (canella)	1	1	1	1	2645	"Spices, Other"	Other	2610000	39000	32000	10 - SPICES	10
698	Cloves	1	1	1	1	2642	Cloves	Other	3230000	60000	201000	10 - SPICES	10
702	"Nutmeg, mace and cardamoms"	1	1	0	1	2645	"Spices, Other"	Other	5250000	58000	363000	10 - SPICES	10
711	"Anise, badian, fennel, corian."	1	1	1	1	2645	"Spices, Other"	Other	3450000	158000	149000	10 - SPICES	10
720	Ginger	1	1	1	1	2645	"Spices, Other"	Other	3470000	91000	60000	10 - SPICES	10
723	"Spices, nes"	1	1	1	1	2645	"Spices, Other"	Other	3370000	113000	155000	10 - SPICES	10
737	Oil Citronella	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
748	Peppermint	1	1	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
753	Oil Essential Nes	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
754	"Pyrethrum,Dried"	4	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
755	Pyrethrum Extr	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
767	Cotton lint	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
768	"Cotton Carded,Combed"	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
769	Cotton Waste	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
770	Cotton Linter	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
771	Flax Fibre Raw	1		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
773	Flax fibre and tow	4	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
774	Flax Tow Waste	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
777	Hemp Tow Waste	4	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
778	Kapok Fibre	4	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
780	Jute	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
782	Other Bastfibres	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
788	Ramie	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
789	Sisal	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
800	Agave Fibres Nes	4	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
809	Manila Fibre (Abaca)	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
813	Coir	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
821	Fibre Crops Nes	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN	9
826	"Tobacco, unmanufactured"	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
828	Cigarettes	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
829	Cigars Cheroots	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
831	Tobacco Products Nes	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
836	Natural rubber	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
837	Rubber Nat Dry	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
839	Gums Natural	1	0	0	0		#N/A	#N/A	#N/A	#N/A	#N/A	13 - TOBACCO AND RUBBER AND OTHER CROPS	13
840	"Compound Feed, Cattle"	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
841	"Cmpd Feed,Poultry"	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
842	"Cmpd Feed,Pigs"	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
843	Pet Food	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
845	"Cmpd Feed,Oth Or Nes"	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
846	Gluten Feed&Meal	3		0	0	2514	Maize	Cereals	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
850	Feed Supplements	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
852	"Other Conc, Nes"	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
853	Vitamins	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
854	Feed Additives	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
855	Feed Minerals	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
857	Hay Non Legum	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
858	"Hay (Clover, Lucerne,Etc)"	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
859	Hay (Unspecified)	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
862	Alfalfa Meal and Pellets	3		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	11 - FODDER CROPS AND PRODUCTS	11
866	Cattle	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	16 - LIVESTOCK	16
867	Cattle meat	1		1	1	2731	Bovine Meat	Meat	1500000	185000	79000	17 - PRODUCTS FROM SLAUGHTERED ANIMALS	17
868	"Offals of Cattle, Edible"	2		0	1	2736	"Offals, Edible"	Meat	1050000	184000	25000	17 - PRODUCTS FROM SLAUGHTERED ANIMALS	17
869	Fat of Cattle	2		0	1	2737	"Fats, Animals, Raw"	Meat	8470000	20000	930000	14 - VEGETABLE AND ANIMAL OILS AND FATS	14
870	Meat-CattleBoneless(Beef&Veal)	2		0	1	2731	Bovine Meat	Meat	1500000	185000	79000	17 - PRODUCTS FROM SLAUGHTERED ANIMALS	17
871	Cattle Butch.Fat	2		0	1	2737	"Fats, Animals, Raw"	Meat	8470000	20000	930000	14 - VEGETABLE AND ANIMAL OILS AND FATS	14
872	"Meat of Beef,Drd, Sltd,Smkd"	2		0	1	2731	Bovine Meat	Meat	2030000	343000	63000	17 - PRODUCTS FROM SLAUGHTERED ANIMALS	17
873	Meat Extracts	2		0	1	2731	Bovine Meat	Meat	2380000	160000	89000	17 - PRODUCTS FROM SLAUGHTERED ANIMALS	17
874	Sausage Beef&Veal	2		0	1	2731	Bovine Meat	Meat	3130000	117000	284000	17 - PRODUCTS FROM SLAUGHTERED ANIMALS	17
875	Preparations of Beef Meat	2		0	1	2731	Bovine Meat	Meat	2330000	250000	140000	17 - PRODUCTS FROM SLAUGHTERED ANIMALS	17
877	Homogen.Meat Prp.	2		0	1	2731	Bovine Meat	Meat	1100000	137000	57000	17 - PRODUCTS FROM SLAUGHTERED ANIMALS	17
878	Liver Prep.	2		0	1	2736	"Offals, Edible"	Meat	3150000	136000	28000	17 - PRODUCTS FROM SLAUGHTERED ANIMALS	17
882	"Cow milk, whole, fresh"	1		1	1	2848	Milk - Excluding Butter	Milk	610000	33000	33000	18 - PRODUCTS FROM LIVE ANIMALS	18
885	Cream Fresh	2		0	1	2743	Cream	Milk	1950000	27000	193000	18 - PRODUCTS FROM LIVE ANIMALS	18
886	Butter Cow Milk	2		0	1	2740	"Butter, Ghee"	Milk	7170000	9000	811000	18 - PRODUCTS FROM LIVE ANIMALS	18
887	"Ghee,Butteroil of Cow Milk"	2		0	1	2740	"Butter, Ghee"	Milk	8730000	3000	991000	18 - PRODUCTS FROM LIVE ANIMALS	18
888	Milk Skm of Cows	2		0	1	2848	Milk - Excluding Butter	Milk	350000	34000	2000	18 - PRODUCTS FROM LIVE ANIMALS	18
889	Milk Whole Cond	2		0	1	2848	Milk - Excluding Butter	Milk	3210000	79000	87000	18 - PRODUCTS FROM LIVE ANIMALS	18
890	Whey Condensed	2		0	1	2848	Milk - Excluding Butter	Milk	260000	9000	3000	18 - PRODUCTS FROM LIVE ANIMALS	18
891	Yoghurt	2		0	1	2848	Milk - Excluding Butter	Milk	610000	35000	33000	18 - PRODUCTS FROM LIVE ANIMALS	18
892	Yogh Conc.Or Not	2		0	1	2848	Milk - Excluding Butter	Milk	820000	47000	15000	18 - PRODUCTS FROM LIVE ANIMALS	18
893	"Butterm.,Curdl,Acid.Milk"	2		0	1	2848	Milk - Excluding Butter	Milk	750000	30000	52000	18 - PRODUCTS FROM LIVE ANIMALS	18
894	Milk Whole Evp	2		0	1	2848	Milk - Excluding Butter	Milk	1340000	68000	76000	18 - PRODUCTS FROM LIVE ANIMALS	18
895	Milk Skimmed Evp	2		0	1	2848	Milk - Excluding Butter	Milk	780000	76000	2000	18 - PRODUCTS FROM LIVE ANIMALS	18
896	Milk Skimmed Cond	2		0	1	2848	Milk - Excluding Butter	Milk	2710000	100000	2000	18 - PRODUCTS FROM LIVE ANIMALS	18
897	Milk Whole Dried	2		0	1	2848	Milk - Excluding Butter	Milk	4960000	263000	267000	18 - PRODUCTS FROM LIVE ANIMALS	18
898	Milk Skimmed Dry	2		0	1	2848	Milk - Excluding Butter	Milk	3620000	362000	8000	18 - PRODUCTS FROM LIVE ANIMALS	18
899	Milkdry Buttrmilk	2		0	1	2848	Milk - Excluding Butter	Milk	3870000	343000	58000	18 - PRODUCTS FROM LIVE ANIMALS	18
900	Whey Dry	2		0	1	2848	Milk - Excluding Butter	Milk	3460000	123000	8000	18 - PRODUCTS FROM LIVE ANIMALS	18
901	Cheese of Whole Cow Milk	2		0	1	2848	Milk - Excluding Butter	Milk	3870000	250000	310000	18 - PRODUCTS FROM LIVE ANIMALS	18
903	Whey Fresh	2		0	1	2848	Milk - Excluding Butter	Milk	260000	8000	2000	18 - PRODUCTS FROM LIVE ANIMALS	18
904	Cheese of Skimmed Cow Milk	2		0	1	2848	Milk - Excluding Butter	Milk	2470000	460000	40000	18 - PRODUCTS FROM LIVE ANIMALS	18
905	Whey Cheese	2		0	1	2848	Milk - Excluding Butter	Milk	720000	124000	10000	18 - PRODUCTS FROM LIVE ANIMALS	18
907	Processed Cheese	2		0	1	2848	Milk - Excluding Butter	Milk	1030000	125000	45000	18 - PRODUCTS FROM LIVE ANIMALS	18
908	Reconsti.Ted Milk	2		0	1	2848	Milk - Excluding Butter	Milk	610000	18000	34000	18 - PRODUCTS FROM LIVE ANIMALS	18
909	Prod.of Nat.Milk Constit	2		0	0	2848	Milk - Excluding Butter	Milk	#N/A	#N/A	#N/A	18 - PRODUCTS FROM LIVE ANIMALS	18
910	Ice Cream and Edible Ice	2		0	1	2848	Milk - Excluding Butter	Milk	1490000	20000	67000	18 - PRODUCTS FROM LIVE ANIMALS	18
919	Cattle Hides	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	19 - HIDES AND SKINS	19
920	Hides Wet Salted Cattle	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	19 - HIDES AND SKINS	19
921	Hidesdry S.Cattle	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	19 - HIDES AND SKINS	19
922	Hides Nes Cattle	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	19 - HIDES AND SKINS	19
928	Skins Wet Salted Calves	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	19 - HIDES AND SKINS	19
929	Skinsdry S.Calves	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	19 - HIDES AND SKINS	19
930	Skins Nes Calves	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	19 - HIDES AND SKINS	19
946	Buffaloes	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	16 - LIVESTOCK	16
947	Buffalo meat	1		1	1	2731	Bovine Meat	Meat	770000	113000	31000	17 - PRODUCTS FROM SLAUGHTERED ANIMALS	17
953	Ghee Oil of Buf	2		1	1	2740	"Butter, Ghee"	Milk	8730000	3000	991000	18 - PRODUCTS FROM LIVE ANIMALS	18
957	Buffalo Hide	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	19 - HIDES AND SKINS	19
958	Hides Wet Salted Buffaloes	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	19 - HIDES AND SKINS	19
959	Hides Drysalt Buf	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	19 - HIDES AND SKINS	19
976	Sheep	2		0	0		#N/A	#N/A	#N/A	#N/A	#N/A	16 - LIVESTOCK	16
977	Sheep meat	1		1	1	2732	Mutton & Goat Meat	Meat	2630000	135000	228000	17 - PRODUCTS FROM SLAUGHTERED ANIMALS	17
